ts,bus_voltage,shunt_voltage,load_voltage,current,power
230823182609,2.62,4.48,2.62,44.10,114.00
230823182609,2.61,4.34,2.62,46.70,122.00
230823182609,2.62,4.32,2.62,43.80,114.00
230823182609,2.62,4.02,2.62,39.30,102.00
230823182609,2.62,4.43,2.62,39.60,104.00
230823182610,2.62,4.47,2.62,43.60,114.00
230823182610,2.62,4.47,2.62,40.90,108.00
230823182610,2.62,4.32,2.62,41.60,108.00
230823182610,2.62,4.44,2.62,44.80,118.00
230823182610,2.62,4.30,2.62,48.00,124.00
230823182610,2.62,4.11,2.62,45.50,108.00
230823182610,2.62,4.27,2.62,43.70,114.00
230823182611,2.62,4.62,2.62,46.50,122.00
230823182611,2.62,4.16,2.62,41.80,108.00
230823182611,2.61,4.44,2.62,42.60,112.00
230823182611,2.62,4.61,2.62,43.60,114.00
230823182611,2.61,4.51,2.62,46.60,122.00
230823182611,2.61,4.47,2.62,45.50,118.00
230823182611,2.62,4.52,2.62,46.70,122.00
230823182611,2.62,4.14,2.62,41.90,108.00
230823182612,2.62,4.32,2.62,45.00,118.00
230823182612,2.62,4.49,2.62,44.20,114.00
230823182612,2.62,4.47,2.62,46.00,118.00
230823182612,2.61,4.15,2.62,43.40,114.00
230823182612,2.61,4.65,2.62,47.40,124.00
230823182612,2.61,4.15,2.62,42.70,112.00
230823182612,2.62,4.43,2.62,42.80,112.00
230823182613,2.61,4.53,2.62,45.90,122.00
230823182613,2.62,4.92,2.62,48.70,128.00
230823182613,2.62,4.61,2.62,44.40,114.00
230823182613,2.62,4.73,2.62,46.10,122.00
230823182613,2.61,4.51,2.62,45.80,122.00
230823182613,2.62,4.45,2.62,42.70,112.00
230823182613,2.62,4.45,2.62,42.00,112.00
230823182614,2.62,4.63,2.62,46.50,122.00
230823182614,2.61,4.33,2.62,45.80,122.00
230823182614,2.61,4.40,2.62,44.80,122.00
230823182614,2.61,4.41,2.62,45.60,118.00
230823182614,2.62,4.40,2.62,43.40,114.00
230823182614,2.61,4.22,2.62,40.00,104.00
230823182614,2.62,4.53,2.62,45.40,118.00
230823182614,2.61,4.38,2.62,44.50,114.00
230823182615,2.62,4.46,2.62,47.60,124.00
230823182615,2.61,4.50,2.62,45.50,118.00
230823182615,2.62,4.15,2.62,41.30,108.00
230823182615,2.62,4.44,2.62,42.50,108.00
230823182615,2.61,4.64,2.62,47.00,122.00
230823182615,2.62,4.51,2.62,44.60,118.00
230823182615,2.62,4.12,2.62,41.90,114.00
230823182616,2.62,4.31,2.62,43.60,114.00
230823182616,2.62,4.26,2.62,44.10,114.00
230823182616,2.61,3.90,2.62,39.70,104.00
230823182616,2.62,4.48,2.62,44.50,122.00
230823182616,2.62,4.73,2.62,47.30,124.00
230823182616,2.61,4.07,2.62,42.30,112.00
230823182616,2.62,3.93,2.62,39.90,104.00
230823182617,2.62,4.40,2.62,45.10,118.00
230823182617,2.62,4.49,2.62,45.10,112.00
230823182617,2.62,4.16,2.62,44.50,118.00
230823182617,2.62,4.36,2.62,44.60,118.00
230823182617,2.62,4.73,2.62,45.30,118.00
230823182617,2.62,4.74,2.62,44.40,112.00
230823182617,2.62,4.70,2.62,46.50,122.00
230823182617,2.62,4.33,2.62,46.60,122.00
230823182618,2.62,4.31,2.62,44.00,118.00
230823182618,2.62,4.38,2.62,44.20,114.00
230823182618,2.62,4.22,2.62,41.50,108.00
230823182618,2.62,4.82,2.62,46.60,122.00
230823182618,2.61,4.79,2.62,48.20,122.00
230823182618,2.61,4.40,2.62,45.60,118.00
230823182618,2.62,4.48,2.62,41.50,108.00
230823182619,2.62,4.63,2.62,44.70,118.00
230823182619,2.62,4.72,2.62,46.90,108.00
230823182619,2.62,4.47,2.62,45.70,118.00
230823182619,2.62,4.66,2.62,46.80,124.00
230823182619,2.61,4.39,2.62,49.00,124.00
230823182619,2.61,4.16,2.62,43.70,114.00
230823182619,2.61,4.47,2.62,45.90,122.00
230823182620,2.62,4.75,2.62,45.40,118.00
230823182620,2.62,4.44,2.62,45.30,118.00
230823182620,2.62,4.28,2.62,42.00,112.00
230823182620,2.62,4.64,2.62,45.60,118.00
230823182620,2.62,4.48,2.62,48.80,128.00
230823182620,2.62,4.68,2.62,48.00,122.00
230823182620,2.62,4.71,2.62,48.10,124.00
230823182620,2.61,4.30,2.62,42.90,114.00
230823182621,2.62,4.15,2.62,41.00,108.00
230823182621,2.61,4.46,2.62,45.00,118.00
230823182621,2.62,4.56,2.62,42.70,112.00
230823182621,2.61,4.60,2.62,44.90,118.00
230823182621,2.62,4.66,2.62,46.80,122.00
230823182621,2.62,4.49,2.62,46.60,122.00
230823182621,2.62,4.14,2.62,42.30,112.00
230823182622,2.62,4.65,2.62,44.30,114.00
230823182622,2.62,4.32,2.62,42.60,112.00
230823182622,2.62,4.73,2.62,44.80,118.00
230823182622,2.62,4.74,2.62,47.20,124.00
230823182622,2.61,4.45,2.62,45.20,118.00
230823182622,2.62,4.22,2.62,42.70,114.00
230823182622,2.61,4.43,2.62,44.60,118.00
230823182623,2.62,4.59,2.62,46.00,122.00
230823182623,2.62,4.67,2.62,45.40,118.00
230823182623,2.62,4.55,2.62,44.00,114.00
230823182623,2.62,4.62,2.62,47.00,124.00
230823182623,2.62,4.24,2.62,44.30,114.00
230823182623,2.61,4.32,2.62,41.50,108.00
230823182623,2.62,4.73,2.62,46.50,122.00
230823182623,2.61,4.84,2.62,45.00,118.00
230823182624,2.62,4.70,2.62,48.60,118.00
230823182624,2.62,4.63,2.62,47.00,118.00
230823182624,2.62,4.36,2.62,42.80,112.00
230823182624,2.62,4.33,2.62,44.40,112.00
230823182624,2.61,4.67,2.62,45.50,118.00
230823182624,2.61,4.56,2.62,45.70,118.00
230823182624,2.62,4.25,2.62,44.20,118.00
230823182625,2.61,4.41,2.62,45.90,122.00
230823182625,2.62,4.15,2.62,42.10,108.00
230823182625,2.62,4.38,2.62,40.60,104.00
230823182625,2.61,4.73,2.62,47.50,124.00
230823182625,2.62,4.68,2.62,47.60,124.00
230823182625,2.62,4.43,2.62,45.00,122.00
230823182625,2.62,4.62,2.62,47.40,124.00
230823182626,2.62,4.74,2.62,45.00,118.00
230823182626,2.62,4.35,2.62,41.40,108.00
230823182626,2.62,4.17,2.62,41.60,108.00
230823182626,2.62,4.61,2.62,47.70,124.00
230823182626,2.62,4.87,2.62,46.50,122.00
230823182626,2.61,4.32,2.62,45.50,118.00
230823182626,2.62,4.41,2.62,44.70,118.00
230823182626,2.61,3.93,2.62,40.10,104.00
230823182627,2.61,4.03,2.62,39.40,102.00
230823182627,2.62,4.33,2.62,43.60,114.00
230823182627,2.62,4.21,2.62,45.40,118.00
230823182627,2.62,4.38,2.62,44.90,118.00
230823182627,2.62,4.81,2.62,48.30,128.00
230823182627,2.62,4.67,2.62,47.20,124.00
230823182627,2.62,4.47,2.62,45.20,118.00
230823182628,2.61,4.64,2.62,47.30,124.00
230823182628,2.62,4.26,2.62,44.80,118.00
230823182628,2.62,4.86,2.62,47.60,124.00
230823182628,2.62,4.72,2.62,48.20,124.00
230823182628,2.61,4.38,2.62,48.00,122.00
230823182628,2.61,3.92,2.62,40.00,112.00
230823182628,2.62,4.32,2.62,46.00,118.00
230823182629,2.61,4.54,2.62,43.70,118.00
230823182629,2.61,4.32,2.62,47.00,124.00
230823182629,2.62,4.37,2.62,41.50,114.00
230823182629,2.62,4.57,2.62,47.40,124.00
230823182629,2.61,4.32,2.62,43.60,114.00
230823182629,2.62,4.10,2.62,41.10,108.00
230823182629,2.62,4.75,2.62,44.40,114.00
230823182629,2.61,4.44,2.61,42.70,112.00
230823182630,2.62,4.41,2.62,44.60,118.00
230823182630,2.62,4.37,2.62,44.00,118.00
230823182630,2.62,4.07,2.62,40.20,108.00
230823182630,2.62,4.23,2.62,39.60,112.00
230823182630,2.62,4.71,2.62,46.00,122.00
230823182630,2.62,4.56,2.62,41.70,108.00
230823182630,2.61,4.21,2.62,45.50,118.00
230823182631,2.61,4.51,2.62,45.50,118.00
230823182631,2.62,4.08,2.62,42.20,112.00
230823182631,2.62,4.05,2.62,39.40,102.00
230823182631,2.62,4.49,2.62,44.00,118.00
230823182631,2.61,4.60,2.62,46.10,122.00
230823182631,2.62,4.52,2.62,46.80,114.00
230823182631,2.62,4.75,2.62,46.70,122.00
230823182632,2.61,4.54,2.62,45.90,122.00
230823182632,2.62,4.41,2.62,44.60,118.00
230823182632,2.62,4.14,2.62,44.80,118.00
230823182632,2.61,4.62,2.62,45.70,118.00
230823182632,2.61,4.51,2.62,44.80,122.00
230823182632,2.62,4.60,2.62,46.30,122.00
230823182632,2.62,4.39,2.62,44.80,118.00
230823182632,2.62,4.15,2.62,41.60,108.00
230823182633,2.61,4.06,2.62,39.40,102.00
230823182633,2.62,4.40,2.62,42.60,112.00
230823182633,2.61,4.42,2.62,45.00,118.00
230823182633,2.62,4.39,2.62,45.50,118.00
230823182633,2.61,4.28,2.62,43.40,114.00
230823182633,2.61,4.42,2.62,42.40,112.00
230823182633,2.62,4.26,2.62,42.30,112.00
230823182634,2.62,4.68,2.62,46.40,122.00
230823182634,2.61,4.75,2.62,44.60,118.00
230823182634,2.62,4.47,2.62,45.50,118.00
230823182634,2.62,4.81,2.62,47.90,124.00
230823182634,2.62,4.69,2.62,46.60,122.00
230823182634,2.62,4.72,2.62,42.90,114.00
230823182634,2.62,4.81,2.62,46.40,122.00
230823182635,2.61,4.90,2.62,48.90,124.00
230823182635,2.62,4.49,2.62,45.70,118.00
230823182635,2.62,4.26,2.62,44.00,114.00
230823182635,2.62,4.73,2.62,46.80,122.00
230823182635,2.62,4.58,2.62,42.10,112.00
230823182635,2.62,4.89,2.62,43.70,114.00
230823182635,2.62,4.87,2.62,47.70,128.00
230823182635,2.62,4.37,2.62,45.30,122.00
230823182636,2.62,4.35,2.62,45.50,118.00
230823182636,2.61,4.60,2.62,46.40,122.00
230823182636,2.62,4.60,2.62,43.50,114.00
230823182636,2.62,4.93,2.62,47.70,124.00
230823182636,2.61,4.86,2.62,48.50,128.00
230823182636,2.62,4.48,2.62,46.30,122.00
230823182636,2.62,4.17,2.62,45.60,114.00
230823182637,2.62,4.73,2.62,46.40,122.00
230823182637,2.62,4.79,2.62,44.60,122.00
230823182637,2.61,4.49,2.62,47.30,124.00
230823182637,2.62,4.69,2.62,46.60,122.00
230823182637,2.62,4.43,2.62,42.10,112.00
230823182637,2.62,4.58,2.62,40.80,114.00
230823182637,2.62,4.63,2.62,47.70,118.00
230823182638,2.62,4.62,2.62,47.00,124.00
230823182638,2.61,4.34,2.62,44.60,118.00
230823182638,2.62,4.11,2.62,41.80,112.00
230823182638,2.62,4.57,2.62,45.70,118.00
230823182638,2.62,4.68,2.62,43.20,112.00
230823182638,2.62,4.54,2.62,46.80,122.00
230823182638,2.62,4.67,2.62,46.90,122.00
230823182638,2.62,4.29,2.62,43.60,114.00
230823182639,2.62,4.27,2.62,41.50,112.00
230823182639,2.62,4.62,2.62,45.10,118.00
230823182639,2.62,4.37,2.62,40.90,108.00
230823182639,2.62,4.44,2.62,46.50,122.00
230823182639,2.62,4.61,2.62,47.40,122.00
230823182639,2.61,4.37,2.62,44.30,118.00
230823182639,2.62,4.18,2.62,41.70,112.00
230823182640,2.62,4.51,2.62,44.30,114.00
230823182640,2.61,4.30,2.62,41.80,108.00
230823182640,2.62,4.25,2.62,42.50,112.00
230823182640,2.62,4.67,2.62,47.20,124.00
230823182640,2.61,4.50,2.62,46.50,122.00
230823182640,2.61,4.15,2.62,42.70,114.00
230823182640,2.62,4.46,2.62,45.50,118.00
230823182641,2.61,4.54,2.62,45.20,118.00
230823182641,2.62,4.58,2.62,43.70,114.00
230823182641,2.62,4.74,2.62,43.10,114.00
230823182641,2.62,4.66,2.62,47.30,122.00
230823182641,2.61,4.69,2.62,46.80,124.00
230823182641,2.62,4.34,2.62,43.70,114.00
230823182641,2.62,4.76,2.62,46.10,122.00
230823182641,2.62,4.52,2.62,45.60,112.00
230823182642,2.61,4.78,2.62,46.50,122.00
230823182642,2.62,4.51,2.62,48.30,128.00
230823182642,2.62,4.38,2.62,42.40,112.00
230823182642,2.62,4.34,2.62,44.20,114.00
230823182642,2.62,4.66,2.62,47.50,124.00
230823182642,2.61,4.58,2.62,44.60,114.00
230823182642,2.61,4.40,2.62,45.30,112.00
230823182643,2.62,4.44,2.62,44.80,118.00
230823182643,2.61,4.12,2.62,41.60,108.00
230823182643,2.62,4.46,2.62,39.50,102.00
230823182643,2.62,4.52,2.62,43.80,114.00
230823182643,2.62,4.51,2.62,46.50,122.00
230823182643,2.62,4.25,2.62,42.60,112.00
230823182643,2.62,4.37,2.62,44.00,114.00
230823182644,2.61,3.94,2.62,39.90,122.00
230823182644,2.62,4.07,2.62,42.00,112.00
230823182644,2.62,4.16,2.62,42.20,112.00
230823182644,2.62,4.55,2.62,45.10,118.00
230823182644,2.62,4.59,2.62,46.30,124.00
230823182644,2.62,4.34,2.62,41.20,108.00
230823182644,2.62,4.56,2.62,46.10,122.00
230823182644,2.61,4.60,2.62,47.20,122.00
230823182645,2.62,4.07,2.62,42.60,112.00
230823182645,2.61,4.47,2.62,43.10,112.00
230823182645,2.61,4.42,2.62,39.40,102.00
230823182645,2.62,4.59,2.62,45.10,118.00
230823182645,2.62,4.57,2.62,46.40,122.00
230823182645,2.62,4.16,2.62,43.30,114.00
230823182645,2.61,4.14,2.62,41.50,108.00
230823182646,2.62,4.59,2.62,44.00,112.00
230823182646,2.62,4.46,2.62,42.10,114.00
230823182646,2.62,4.54,2.62,48.00,124.00
230823182646,2.62,4.65,2.62,47.40,122.00
230823182646,2.62,4.32,2.62,42.00,108.00
230823182646,2.61,4.16,2.62,43.70,114.00
230823182646,2.62,4.35,2.62,45.10,118.00
230823182647,2.61,4.49,2.62,45.40,118.00
230823182647,2.62,4.57,2.62,43.90,118.00
230823182647,2.62,4.20,2.62,43.10,112.00
230823182647,2.62,4.51,2.62,43.90,114.00
230823182647,2.62,4.21,2.62,42.40,112.00
230823182647,2.62,4.14,2.62,40.90,108.00
230823182647,2.62,4.53,2.62,47.40,124.00
230823182647,2.62,4.57,2.62,44.20,114.00
230823182648,2.62,4.30,2.62,44.10,114.00
230823182648,2.62,4.40,2.62,45.10,118.00
230823182648,2.62,4.11,2.62,41.10,108.00
230823182648,2.62,4.27,2.62,41.00,104.00
230823182648,2.62,4.61,2.62,45.70,118.00
230823182648,2.62,4.80,2.62,46.40,118.00
230823182648,2.62,4.56,2.62,46.50,122.00
230823182649,2.62,4.34,2.62,43.40,114.00
230823182649,2.62,4.43,2.62,41.50,108.00
230823182649,2.62,4.08,2.62,42.40,112.00
230823182649,2.62,4.59,2.62,46.90,118.00
230823182649,2.62,4.54,2.62,46.40,122.00
230823182649,2.62,4.51,2.62,46.40,122.00
230823182649,2.62,4.51,2.62,46.10,122.00
230823182650,2.62,4.73,2.62,45.10,118.00
230823182650,2.62,4.37,2.62,44.60,118.00
230823182650,2.62,4.58,2.62,46.70,122.00
230823182650,2.61,4.40,2.62,45.70,118.00
230823182650,2.62,4.39,2.62,45.00,118.00
230823182650,2.61,4.12,2.62,43.00,112.00
230823182650,2.62,4.65,2.62,44.20,114.00
230823182650,2.62,4.29,2.62,45.30,102.00
230823182651,2.62,4.67,2.62,43.70,114.00
230823182651,2.61,4.53,2.62,45.30,118.00
230823182651,2.61,4.38,2.62,43.50,118.00
230823182651,2.62,4.07,2.62,43.20,112.00
230823182651,2.61,4.41,2.62,45.00,118.00
230823182651,2.61,4.21,2.62,40.60,104.00
230823182651,2.62,4.10,2.62,45.20,118.00
230823182652,2.61,4.37,2.62,44.80,118.00
230823182652,2.61,4.10,2.62,43.20,112.00
230823182652,2.61,3.98,2.62,40.00,104.00
230823182652,2.62,4.38,2.62,45.40,118.00
230823182652,2.61,4.63,2.62,47.00,118.00
230823182652,2.61,4.21,2.62,45.40,118.00
230823182652,2.61,4.71,2.62,46.50,122.00
230823182653,2.62,4.58,2.62,45.80,122.00
230823182653,2.61,4.11,2.62,43.10,112.00
230823182653,2.61,4.09,2.62,43.20,112.00
230823182653,2.61,4.68,2.62,45.50,118.00
230823182653,2.62,4.89,2.62,46.90,124.00
230823182653,2.61,4.70,2.62,43.10,114.00
230823182653,2.62,4.66,2.62,47.90,124.00
230823182653,2.62,4.41,2.62,45.50,118.00
230823182654,2.62,4.11,2.62,42.90,112.00
230823182654,2.62,4.44,2.62,44.80,118.00
230823182654,2.62,4.13,2.62,41.30,108.00
230823182654,2.62,4.15,2.62,44.70,118.00
230823182654,2.62,4.59,2.62,45.80,122.00
230823182654,2.62,4.55,2.62,47.30,124.00
230823182654,2.62,4.66,2.62,45.10,124.00
230823182655,2.62,4.53,2.62,46.80,122.00
230823182655,2.62,4.29,2.62,43.60,114.00
230823182655,2.62,4.32,2.62,42.60,112.00
230823182655,2.62,4.69,2.62,45.80,118.00
230823182655,2.62,4.82,2.62,47.00,124.00
230823182655,2.61,4.66,2.62,48.10,128.00
230823182655,2.62,4.62,2.62,46.40,122.00
230823182656,2.61,4.58,2.62,46.30,122.00
230823182656,2.62,4.21,2.62,42.80,114.00
230823182656,2.62,4.10,2.62,41.70,108.00
230823182656,2.62,4.65,2.62,45.30,118.00
230823182656,2.62,4.59,2.62,46.40,118.00
230823182656,2.61,4.59,2.62,45.30,124.00
230823182656,2.61,4.70,2.62,47.20,124.00
230823182656,2.61,4.32,2.62,43.50,114.00
230823182657,2.61,4.32,2.62,41.90,108.00
230823182657,2.62,4.53,2.62,44.00,114.00
230823182657,2.61,4.20,2.62,43.00,112.00
230823182657,2.62,4.57,2.62,46.30,122.00
230823182657,2.62,4.79,2.62,46.90,124.00
230823182657,2.62,4.50,2.62,48.90,128.00
230823182657,2.62,4.32,2.62,44.20,114.00
230823182658,2.62,4.59,2.62,46.20,122.00
230823182658,2.61,4.74,2.62,45.00,118.00
230823182658,2.62,4.63,2.62,41.10,108.00
230823182658,2.62,4.61,2.62,45.60,118.00
230823182658,2.62,4.82,2.62,46.90,122.00
230823182658,2.61,4.48,2.62,45.50,112.00
230823182658,2.61,4.32,2.62,43.90,114.00
230823182659,2.61,4.47,2.62,46.00,122.00
230823182659,2.61,4.17,2.62,41.10,108.00
230823182659,2.61,4.26,2.62,42.50,112.00
230823182659,2.61,4.71,2.62,47.40,124.00
230823182659,2.62,4.36,2.62,44.40,114.00
230823182659,2.61,4.27,2.62,44.00,114.00
230823182659,2.62,4.49,2.62,45.40,118.00
230823182659,2.62,4.37,2.62,42.10,112.00
230823182700,2.61,4.53,2.62,46.80,108.00
230823182700,2.62,4.69,2.62,46.70,122.00
230823182700,2.62,4.39,2.62,45.20,118.00
230823182700,2.61,4.29,2.62,43.90,118.00
230823182700,2.62,4.48,2.62,45.00,118.00
230823182700,2.61,4.30,2.62,43.50,114.00
230823182700,2.62,4.58,2.62,41.90,118.00
230823182701,2.61,4.64,2.62,45.50,118.00
230823182701,2.62,4.65,2.62,46.30,124.00
230823182701,2.62,4.38,2.62,43.50,114.00
230823182701,2.62,4.65,2.62,45.60,118.00
230823182701,2.61,4.66,2.62,47.90,124.00
230823182701,2.62,4.48,2.62,45.60,118.00
230823182701,2.62,4.05,2.62,40.70,108.00
230823182702,2.62,4.44,2.62,43.50,114.00
230823182702,2.62,4.18,2.62,41.60,108.00
230823182702,2.61,4.43,2.62,45.50,118.00
230823182702,2.62,4.51,2.62,45.40,122.00
230823182702,2.62,4.34,2.62,42.80,112.00
230823182702,2.62,4.09,2.62,42.30,112.00
230823182702,2.62,4.43,2.62,44.90,118.00
230823182702,2.62,4.00,2.62,41.90,108.00
230823182703,2.61,4.20,2.62,39.50,108.00
230823182703,2.62,4.48,2.62,45.60,118.00
230823182703,2.62,4.28,2.62,43.70,114.00
230823182703,2.62,4.01,2.62,41.70,108.00
230823182703,2.62,4.53,2.62,44.90,118.00
230823182703,2.62,4.24,2.62,43.40,114.00
230823182703,2.62,4.32,2.62,45.10,118.00
230823182704,2.62,4.63,2.62,45.30,118.00
230823182704,2.62,4.38,2.62,44.50,118.00
230823182704,2.61,4.05,2.62,41.30,108.00
230823182704,2.62,4.30,2.62,43.60,114.00
230823182704,2.61,4.51,2.62,45.20,118.00
230823182704,2.62,4.50,2.62,43.20,108.00
230823182704,2.62,4.40,2.62,43.30,114.00
230823182705,2.62,4.36,2.62,44.20,114.00
230823182705,2.61,4.29,2.62,40.20,104.00
230823182705,2.62,4.56,2.62,39.50,104.00
230823182705,2.62,4.65,2.62,44.80,118.00
230823182705,2.62,4.55,2.62,45.60,122.00
230823182705,2.62,4.39,2.62,42.00,112.00
230823182705,2.62,4.28,2.62,43.30,114.00
230823182705,2.62,4.17,2.62,40.40,104.00
230823182706,2.62,4.41,2.62,39.50,102.00
230823182706,2.62,4.64,2.62,43.50,114.00
230823182706,2.62,4.63,2.62,41.70,108.00
230823182706,2.61,4.73,2.62,42.40,112.00
230823182706,2.62,4.57,2.62,46.50,122.00
230823182706,2.62,4.83,2.62,42.10,112.00
230823182706,2.62,4.34,2.62,41.70,104.00
230823182707,2.62,4.95,2.62,46.80,122.00
230823182707,2.62,4.54,2.62,46.00,118.00
230823182707,2.61,4.35,2.62,45.10,118.00
230823182707,2.62,4.37,2.62,44.70,118.00
230823182707,2.61,4.36,2.62,43.70,114.00
230823182707,2.62,4.03,2.62,40.60,102.00
230823182707,2.62,4.52,2.62,39.40,102.00
230823182708,2.62,4.61,2.62,45.70,118.00
230823182708,2.61,4.20,2.62,43.70,114.00
230823182708,2.61,4.33,2.62,41.90,108.00
230823182708,2.62,4.36,2.62,44.00,114.00
230823182708,2.61,4.30,2.62,43.00,112.00
230823182708,2.61,4.47,2.62,45.20,118.00
230823182708,2.62,4.51,2.62,44.70,118.00
230823182708,2.62,4.28,2.62,43.70,114.00
230823182709,2.62,4.08,2.62,42.00,112.00
230823182709,2.62,4.22,2.62,43.30,114.00
230823182709,2.62,4.17,2.62,39.20,102.00
230823182709,2.61,4.56,2.62,43.00,112.00
230823182709,2.62,4.68,2.62,46.10,124.00
230823182709,2.62,4.70,2.62,45.50,118.00
230823182709,2.62,4.33,2.62,42.60,112.00
230823182710,2.62,4.62,2.62,46.00,122.00
230823182710,2.62,4.30,2.62,43.60,114.00
230823182710,2.62,4.19,2.62,40.80,104.00
230823182710,2.62,4.51,2.62,44.20,114.00
230823182710,2.62,4.73,2.62,46.80,122.00
230823182710,2.61,4.32,2.62,44.10,114.00
230823182710,2.62,4.26,2.62,41.10,108.00
230823182711,2.62,4.32,2.62,43.80,114.00
230823182711,2.62,4.01,2.62,43.20,112.00
230823182711,2.62,4.04,2.62,43.20,102.00
230823182711,2.62,4.58,2.62,44.60,118.00
230823182711,2.62,4.54,2.62,47.70,124.00
230823182711,2.62,4.53,2.62,45.30,118.00
230823182711,2.62,4.67,2.62,45.30,118.00
230823182711,2.62,4.26,2.62,43.50,114.00
230823182712,2.62,4.24,2.62,41.00,108.00
230823182712,2.62,4.48,2.62,44.30,118.00
230823182712,2.62,4.40,2.62,46.60,122.00
230823182712,2.62,4.79,2.62,47.30,122.00
230823182712,2.62,4.87,2.62,48.90,128.00
230823182712,2.62,4.83,2.62,48.70,128.00
230823182712,2.62,4.28,2.62,44.30,118.00
230823182713,2.62,4.10,2.62,41.80,112.00
230823182713,2.62,4.73,2.62,44.80,118.00
230823182713,2.62,4.40,2.62,41.90,108.00
230823182713,2.62,4.84,2.62,46.00,122.00
230823182713,2.62,4.71,2.62,46.10,122.00
230823182713,2.62,4.36,2.62,45.70,118.00
230823182713,2.62,4.47,2.62,45.30,122.00
230823182714,2.62,4.48,2.62,45.50,118.00
230823182714,2.61,4.42,2.62,42.50,112.00
230823182714,2.62,4.33,2.62,43.20,112.00
230823182714,2.62,4.54,2.62,48.00,124.00
230823182714,2.62,4.86,2.62,47.40,124.00
230823182714,2.62,4.40,2.62,46.20,122.00
230823182714,2.62,4.57,2.62,45.90,122.00
230823182714,2.62,4.46,2.62,41.90,108.00
230823182715,2.62,4.52,2.62,42.10,108.00
230823182715,2.62,4.68,2.62,46.70,122.00
230823182715,2.62,4.73,2.62,47.50,124.00
230823182715,2.62,4.51,2.62,46.10,122.00
230823182715,2.62,4.73,2.62,48.20,124.00
230823182715,2.62,4.51,2.62,44.90,114.00
230823182715,2.62,4.50,2.62,43.30,114.00
230823182716,2.62,4.49,2.62,42.60,112.00
230823182716,2.62,4.80,2.62,47.10,124.00
230823182716,2.62,4.84,2.62,47.60,124.00
230823182716,2.62,4.67,2.62,47.60,124.00
230823182716,2.62,4.73,2.62,47.60,124.00
230823182716,2.62,4.55,2.62,43.60,114.00
230823182716,2.62,4.66,2.62,43.80,114.00
230823182717,2.61,4.88,2.62,46.80,122.00
230823182717,2.61,4.57,2.62,47.70,128.00
230823182717,2.62,4.52,2.62,45.10,118.00
230823182717,2.61,4.50,2.62,45.60,118.00
230823182717,2.62,4.46,2.62,44.90,118.00
230823182717,2.62,4.45,2.62,43.60,114.00
230823182717,2.62,4.38,2.62,44.80,118.00
230823182718,2.61,4.39,2.62,46.00,122.00
230823182718,2.61,4.33,2.62,41.70,108.00
230823182718,2.61,4.63,2.62,47.60,114.00
230823182718,2.62,4.75,2.62,46.30,122.00
230823182718,2.61,4.60,2.62,44.90,118.00
230823182718,2.62,4.46,2.62,45.40,118.00
230823182718,2.62,4.55,2.62,43.20,112.00
230823182718,2.62,4.36,2.62,41.70,108.00
230823182719,2.62,4.63,2.62,45.90,114.00
230823182719,2.62,4.62,2.62,45.10,118.00
230823182719,2.61,4.35,2.62,45.90,122.00
230823182719,2.62,4.62,2.62,46.30,122.00
230823182719,2.62,4.53,2.62,46.70,122.00
230823182719,2.62,4.50,2.62,46.10,122.00
230823182719,2.61,4.76,2.62,48.00,124.00
230823182720,2.62,4.57,2.62,47.00,124.00
230823182720,2.62,4.43,2.62,45.10,122.00
230823182720,2.61,4.14,2.62,42.40,112.00
230823182720,2.61,4.54,2.62,46.50,122.00
230823182720,2.62,4.49,2.62,45.30,118.00
230823182720,2.62,4.38,2.62,47.40,124.00
230823182720,2.61,4.50,2.62,45.20,118.00
230823182721,2.62,4.42,2.62,44.00,114.00
230823182721,2.62,3.94,2.62,40.60,108.00
230823182721,2.61,4.31,2.62,43.20,112.00
230823182721,2.61,4.33,2.62,45.20,118.00
230823182721,2.62,4.30,2.62,46.90,122.00
230823182721,2.61,4.57,2.62,45.00,118.00
230823182721,2.62,4.67,2.62,44.90,118.00
230823182721,2.62,4.37,2.62,43.40,114.00
230823182722,2.62,4.19,2.62,41.70,108.00
230823182722,2.61,4.60,2.62,44.20,114.00
230823182722,2.62,4.40,2.62,39.40,102.00
230823182722,2.62,4.59,2.62,46.00,122.00
230823182722,2.62,4.62,2.62,46.80,122.00
230823182722,2.61,4.26,2.62,43.50,114.00
230823182722,2.62,4.07,2.62,41.80,108.00
230823182723,2.62,4.39,2.62,42.40,112.00
230823182723,2.61,4.42,2.62,43.00,112.00
230823182723,2.62,4.48,2.62,45.10,114.00
230823182723,2.62,4.63,2.62,47.90,124.00
230823182723,2.62,3.98,2.62,40.70,108.00
230823182723,2.62,4.12,2.62,44.20,114.00
230823182723,2.62,4.53,2.62,45.20,118.00
230823182724,2.62,4.51,2.62,47.80,124.00
230823182724,2.62,4.33,2.62,44.30,114.00
230823182724,2.62,4.58,2.62,46.10,124.00
230823182724,2.62,4.43,2.62,44.40,114.00
230823182724,2.62,4.28,2.62,44.30,114.00
230823182724,2.62,4.40,2.62,42.80,112.00
230823182724,2.62,4.59,2.62,44.80,118.00
230823182724,2.61,4.38,2.62,42.90,112.00
230823182725,2.62,4.28,2.62,44.80,118.00
230823182725,2.62,4.32,2.62,43.70,114.00
230823182725,2.61,4.24,2.62,41.60,108.00
